,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
172,[0.3120341125717616],[0.31861867922690335],[0.3404349495912461],[0.21143667891446555],[0.17201557024195965],[0.2650077714242269],[0.49321865956301586],[0.5787681891221096],[0.3867207087375544],[0.3906185738957248],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,[0.47774396625423177],[0.4201376137647877],[0.5057314322500218],[0.4286186447971931],[0.43871712616260056],[0.5023577156005635],[0.4330734459613092],[0.5318835957018077],[0.4473379130961289],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,[0.4570208953933533],[0.45799148912356114],[0.44292316610543375],"[0.40727548070220115, 0.5079371626279366]",[0.3809607545800305],[0.4607873779794896],[0.501149479494308],[0.4858386672049116],[0.45813957521381227],[0.48229443535710226],[0.46759602440607106],[0.4145057387824863],[0.475888956740991],[0.49834179347179247],[0.42622674998624],[0.47564137726712086],[0.48692000669635105],[0.456963370571566],[0.41896786734561586],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,[0.49641677482200397],[0.5176407732928306],[0.5781492947381259],[0.5740001501475707],[0.5553096642484441],[0.5319851251647789],[0.5547922164368808],[0.5638329017638284],[0.4340141102795927],[0.5423355890890639],[0.591178055146636],[0.5743919466264116],"[0.7273539523961173, 0.7283436223970331]",[0.6014188915582679],[0.5520254258412305],[0.5765300952232535],[0.5796010495264025],[0.4612375214869334],[0.5009737952742599],[0.5656877360854466],[0.6041793499392765],[0.5105590357020617],[0.5503057494133643],[0.6353320349143516],[0.4544636963097068],[0.5658702466322634],[0.5609550234892384],[0.5173648425423598],[0.5601667145323184],[0.5870305710467255],[0.5227809313390583],[0.5526638229577944],[0.5540411172757829],[0.5922558417690105],[0.5993783229096729],[0.5486872520943399],[0.5415621940049783],[0.6094494190468202],[0.6005089357885747],[0.5619744878701113],[0.5954182516408135],[0.5540628437350371],[0.6267432971807841],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,[0.4950705964918668],[0.47197557902341664],[0.524438430562914],[0.6779912413465352],[0.6141446207846903],[0.5629246941049615],[0.5828267609917399],[0.7446204355904549],[0.4882209203169488],[0.7183111685229496],[0.673190312684361],[0.5389164141594396],[0.42901199444928423],[0.42794006321687733],[0.5232337346374826],[0.6514458778293901],[0.5803299585358963],[0.718302420130598],[0.6006328385079943],[0.5801980129886825],[0.4548423128124671],[0.5099897447745185],[0.40493014921234727],[0.448819046410545],[0.5827756417083226],[0.46059005719769247],[0.7570171108994955],[0.4228688235486904],[0.5658001318055202],[0.5008014327473906],[0.4730834996701799],[0.6354361022312838],[0.7412697296158491],[0.3957752767017987],[0.4943099279644322],[0.6863398622793233],[0.5290221823660544],[0.6169997076818079],[0.41977000418320637],[0.6871476931368541],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,[0.40777555630605283],[0.4801690682708962],[0.4392960155874867],[0.4423118812898604],[0.3917749941678808],[0.43580917766033545],[0.4493754728944006],[0.4161238397621872],[0.4153881073709361],[0.4028688190434015],[0.38692480604941903],[0.3775884122155787],[0.4142236649376364],[0.26634217008272754],[0.3839525306783099],[0.3756577302295541],[0.3181210839316073],[0.43675896042277423],[0.44607787163894985],"[0.15078574695366417, 0.3396277985381633]",[0.37878582496770763],[0.4404146780942284],"[0.08022503053669816, 0.6179307990297918]",[0.3789351697416685],[0.39277369373103793],"[0.7824347215868885, 0.42917674835723263]",[0.3786470596227998],[0.41277794428953174],[0.42671344964206886],[0.4444066708273073],[0.352369058498165],[0.3353010665402301],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,[0.7332891262383202],[0.6878880497815294],[0.7145463604363178],[0.7382779233680664],[0.7133365742343395],[0.7488404378706057],[0.7937546262516785],[0.7297041589765386],[0.7096653077121198],[0.7458869938369457],[0.7432630106522755],[0.7203135677363934],[0.7435902563877913],[0.7457348659996836],"[0.7074930058685566, 0.1427663854729184]",[0.7158530752270511],[0.7138026122785375],[0.7376158934489839],[0.731436855701905],[0.7041397216091335],[0.7404216558829941],[0.7223663533227437],[0.7820834158231721],[0.7264007013290932],[0.7388610753327811],"[0.7250564839305542, 0.14507435745217975]",[0.7528353988504838],[0.7219901161221874],[0.7824904230570028],[0.7556128171859979],[0.7495570404227682],[0.7649312466904331],[0.7138883865864398],[0.7454261688762741],[0.7056144995179386],[0.7725875377682917],[0.7343348376174376],[0.7686200107098724],[0.7219866418338438],[0.7727005242354521],[0.806007598828542],[0.766370799667951],[0.7569434738778261],[0.801885362247661],[0.7498963647833223],[0.7430616170901236],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,[0.5331681503372087],[0.5486115583726889],[0.5628453314697034],[0.5998767678934462],[0.546492562152896],[0.5777399650969385],[0.5402310836735935],[0.6131495769562384],[0.5557433127349517],[0.5933519416898538],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,[0.602469845433646],[0.6449650230560148],[0.651711806002999],[0.6587806827756014],[0.6366617660282292],[0.6380274034862548],[0.6724215982800568],[0.6695899746188512],"[0.690183701180736, 0.7455343696186211, 0.061257812035226844]",[0.6369805392569133],[0.6630461195868558],"[0.776642309899042, 0.6876739786551159]",[0.6868126156765216],[0.6520961057828056],[0.6049991344814389],[0.6691425419039011],[0.6582244112034935],[0.6959442913661276],[0.6656145666096196],[0.6364575185409443],[0.6262580697115262],[0.6667344979446695],[0.6502158256702593],[0.6780858390877749],[0.650101019051083],[0.6944540623173506],[0.694820539690719],[0.6642351869611939],[0.685949316282131],[0.6894557055296706],[0.6887637439259402],[0.6844098906748105],[0.6530001841413464],[0.6837618887868556],[0.6889457760028332],[0.7063914505545342],[0.6855750052226501],[0.6833185382510917],[0.6580558098202823],[0.7082889770005397],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,[0.4836471614662652],[0.48807666736470035],[0.5268280933549115],[0.43783889928525754],[0.47066881138803485],[0.506715644489332],[0.418826751887515],[0.5641592762521984],[0.5428419661283611],[0.45163757453552844],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,[0.5110680353675099],[0.5296818630045326],[0.5339729056709162],[0.5639455390766921],[0.5982665597775537],[0.5341757574246566],[0.6359213766813557],[0.5607050652606169],[0.5709394782486645],[0.5831384881911507],[0.655969293151843],[0.5270626568994415],[0.5785325908681463],[0.5992081143274245],[0.5617345517337415],[0.6293636882699879],[0.49597050783343843],[0.617897943442758],[0.5323416497408099],[0.55615394641509],[0.5856520802355353],[0.5584303802867431],[0.5765323404093475],[0.566963702904427],[0.5414122304947393],[0.5783034915487687],[0.6145917697833065],[0.6120553593211939],[0.6941926319298783],"[0.7541915624172068, 0.4969182963128304]",[0.5797516832342675],[0.5601934083917866],[0.5830709482740996],[0.5901463085172085],[0.6196871477412921],[0.578571529116714],[0.6456695451814971],[0.6169297300370049],[0.5696426735932676],[0.6344956975264566],[0.6333347728996285],[0.4812945070815173],[0.5371368743033282],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,[0.4321626880567793],[0.33217080705122104],[0.4049929701025928],[0.5484517973520875],[0.4625859521655189],[0.6934931161371004],[0.6632013295136743],[0.5160514730363694],[0.6385390764530631],[0.5938332874692503],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,[0.5416680396169864],[0.5543160115241449],[0.5914640530246927],[0.6369907464819415],[0.6041344729227299],[0.5305092814500599],[0.5488698319234766],[0.5414752511363454],[0.5398552912637863],[0.5765864478687647],[0.566019273983915],[0.5853306549738847],[0.5765037783675389],[0.5671609227002916],[0.5206031399673682],[0.5230611969332167],[0.5796840546636436],[0.5217978614074128],[0.5962639316677006],[0.5776045300217085],[0.5412736993617827],[0.52649717650999],[0.5926619605897366],[0.5367325837467725],[0.6024146547111342],[0.6320271458680232],[0.661231981868838],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,[0.5389634396703935],[0.5306505225891929],[0.6085734097105617],[0.4947887358651453],[0.5421365338423776],[0.6257182842495217],[0.6037098713738286],[0.6455775563255711],[0.5904236625322946],[0.5798050576952581],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
